Roll,Name,Email
1401CS64,Aakash,Aakash@mycollege.in
1401CS65,Ayan,Ayan@mycollege.in
1401CS66,Aryan,Aryan@mycollege.in
1401CS67,Vertika,Vertika@mycollege.in
1401CS68,Umme,Umme@mycollege.in
1401CS69,Yukti,Yukti@mycollege.in
1401CS70,Vishesh,Vishesh@mycollege.in
1401CS71,Ayushman,Ayushman@mycollege.in
1401CS72,Geeta,Geeta@mycollege.in
1401CS73,Divyanshu,Divyanshu@mycollege.in
1401CS74,Jaswant,Jaswant@mycollege.in
1401CS75,Hemanshu,Hemanshu@mycollege.in
1401CS76,Bhoopendra,Bhoopendra@mycollege.in
1401CS77,Bhawana,Bhawana@mycollege.in
1401CS78,Divakar,Divakar@mycollege.in
1401CS79,Dimpal,Dimpal@mycollege.in
1401CS80,Shrestha,Shrestha@mycollege.in
1401CS81,Shivanshi,Shivanshi@mycollege.in
1401CS82,Shubh,Shubh@mycollege.in
1401CS83,Shreyash,Shreyash@mycollege.in
1401CS84,Satyarth,Satyarth@mycollege.in
1401CS85,Satyam,Satyam@mycollege.in
1401CS86,Shilpa,Shilpa@mycollege.in
1401CS87,Shikha,Shikha@mycollege.in
1401CS88,Soniya,Soniya@mycollege.in
1401CS89,Tanay,Tanay@mycollege.in
1401CS90,Sushant,Sushant@mycollege.in
1401CS91,Ujjwal,Ujjwal@mycollege.in
1401CS92,Tanu,Tanu@mycollege.in
1401CS93,Subham,Subham@mycollege.in
1401CS94,Srishti,Srishti@mycollege.in
1401CS95,Suryakant,Suryakant@mycollege.in
1401CH63,Kiran,Kiran@mycollege.in
1401CH64,Tarun,Tarun@mycollege.in
1401CH65,Samarth,Samarth@mycollege.in
1401CH66,Ruchi,Ruchi@mycollege.in
1401CH67,Udit,Udit@mycollege.in
1401CH68,Rashi,Rashi@mycollege.in
1401CH69,Shailendra,Shailendra@mycollege.in
1401CH70,Sameer,Sameer@mycollege.in
1401CH71,Shubhi,Shubhi@mycollege.in
1401CH72,Siddhant,Siddhant@mycollege.in
1401CH73,Mahi,Mahi@mycollege.in
1401CH74,Kanika,Kanika@mycollege.in
1401CH75,Aishwarya,Aishwarya@mycollege.in
1401CH76,Rajat,Rajat@mycollege.in
1401CH77,Rituraj,Rituraj@mycollege.in
1401CH78,Naman,Naman@mycollege.in
1401CH79,Mukesh,Mukesh@mycollege.in
1401CH80,Roshan,Roshan@mycollege.in
1401CH81,Nandini,Nandini@mycollege.in
1401CH82,Rashmi,Rashmi@mycollege.in
1401CH83,Vigneshwaran,Vigneshwaran@mycollege.in
1401CH84,Kriti,Kriti@mycollege.in
1401MM63,Asad,Asad@mycollege.in
1401MM64,Asthana,Asthana@mycollege.in
1401MM65,Asmita,Asmita@mycollege.in
1401MM66,Ashal,Ashal@mycollege.in
1401MM67,Zeal,Zeal@mycollege.in
1401MM68,Areeb,Areeb@mycollege.in
1401MM69,Archita,Archita@mycollege.in
1401MM70,Archi,Archi@mycollege.in
