Roll,Name,Email
1401EC36,Maaz,Maaz@mycollege.in
1401EC37,Jahnavi,Jahnavi@mycollege.in
1401EC38,Jahanvi,Jahanvi@mycollege.in
1401EC39,Kamran,Kamran@mycollege.in
1401EC40,Kamini,Kamini@mycollege.in
1401EC41,Rana,Rana@mycollege.in
1401EC42,Sidhi,Sidhi@mycollege.in
1401EC43,Hartesh,Hartesh@mycollege.in
1401EC44,Mrithyunjay,Mrithyunjay@mycollege.in
1401EC45,Nishtha,Nishtha@mycollege.in
1401EC46,Dilip,Dilip@mycollege.in
1401EC47,Ramanakanth,Ramanakanth@mycollege.in
1401EC48,Durgesh,Durgesh@mycollege.in
1401EC49,Dipa,Dipa@mycollege.in
1401EC50,Rohith,Rohith@mycollege.in
1401EC51,Jagadeesh,Jagadeesh@mycollege.in
1401EC52,Indu,Indu@mycollege.in
1401EC53,Shyam,Shyam@mycollege.in
1401EC54,Shreyas,Shreyas@mycollege.in
1401MT63,Prakharendra,Prakharendra@mycollege.in
1401MT64,Priyamvada,Priyamvada@mycollege.in
1401MT65,Rajneesh,Rajneesh@mycollege.in
1401MT66,Kausar,Kausar@mycollege.in
1401MT67,Rouby,Rouby@mycollege.in
1401MT68,Sanket,Sanket@mycollege.in
1401MT69,Hari,Hari@mycollege.in
1401MT70,Saumile,Saumile@mycollege.in
1401MT71,Shagufta,Shagufta@mycollege.in
1401MT72,Shaad,Shaad@mycollege.in
1401MT73,Rupali,Rupali@mycollege.in
1401MT74,Jenamani,Jenamani@mycollege.in
1401MT75,Sadiya,Sadiya@mycollege.in
1401MT76,Saksham,Saksham@mycollege.in
1401MT77,Saharsh,Saharsh@mycollege.in
1401MT78,Kushan,Kushan@mycollege.in
1401MC63,Aaryan,Aaryan@mycollege.in
1401MC64,Manas,Manas@mycollege.in
1401MC65,Surbhi,Surbhi@mycollege.in
1401MC66,Deepshikha,Deepshikha@mycollege.in
1401MC67,Amar,Amar@mycollege.in
1401MC68,Anuj,Anuj@mycollege.in
1401MC69,Siddhesh,Siddhesh@mycollege.in
1401MC70,Venkata,Venkata@mycollege.in
1401MC71,Renu,Renu@mycollege.in
1401MC72,Farhan,Farhan@mycollege.in
1401MC73,Vignesh,Vignesh@mycollege.in
1401MC74,Abhimanyu,Abhimanyu@mycollege.in
1401MC75,Faraz,Faraz@mycollege.in
1401MM71,Arish,Arish@mycollege.in
1401MM72,Shyamali,Shyamali@mycollege.in
1401MM73,Sejal,Sejal@mycollege.in
1401MM74,Shaileja,Shaileja@mycollege.in
1401MM75,Gitanshu,Gitanshu@mycollege.in
1401MM76,Mansoon,Mansoon@mycollege.in
1401MM77,Akshaya,Akshaya@mycollege.in
1401MM78,Madhusri,Madhusri@mycollege.in
1401MM79,Meet,Meet@mycollege.in
1401MM80,Prajeeth,Prajeeth@mycollege.in
1401MM81,Gyanvi,Gyanvi@mycollege.in
1401MM82,Govindam,Govindam@mycollege.in
1401CT63,Ragini,Ragini@mycollege.in
1401CT64,Priyam,Priyam@mycollege.in
