Roll,Name,Email
1401MT01,Mairaz,Mairaz@mycollege.in
1401MT02,Abhilasha,Abhilasha@mycollege.in
1401MT03,Mritunjay,Mritunjay@mycollege.in
1401MT04,Mudit,Mudit@mycollege.in
1401MT05,Mubasshira,Mubasshira@mycollege.in
1401MT06,Goldy,Goldy@mycollege.in
1401MT07,Monish,Monish@mycollege.in
1401MT08,Moosvi,Moosvi@mycollege.in
1401MT09,Fariya,Fariya@mycollege.in
1401MT10,Toshit,Toshit@mycollege.in
1401MT11,Kanha,Kanha@mycollege.in
1401MT12,Khalid,Khalid@mycollege.in
1401MT13,Kaushiki,Kaushiki@mycollege.in
1401MT14,Elamathi,Elamathi@mycollege.in
1401MT15,Vasundhara,Vasundhara@mycollege.in
1401MT16,Kandarp,Kandarp@mycollege.in
1401MT17,Noopur,Noopur@mycollege.in
1401MT18,Suchita,Suchita@mycollege.in
1401MT19,Sumaiya,Sumaiya@mycollege.in
1401MT20,Himanshi,Himanshi@mycollege.in
1401MT21,Ibrahim,Ibrahim@mycollege.in
1401MT22,Jagriti,Jagriti@mycollege.in
1401MT23,Khansa,Khansa@mycollege.in
1401MT24,Kunaal,Kunaal@mycollege.in
1401MT25,Ishwa,Ishwa@mycollege.in
1401MT26,Joshika,Joshika@mycollege.in
1401MT27,Sawan,Sawan@mycollege.in
1401MT28,Priyesh,Priyesh@mycollege.in
1401MT29,Priyal,Priyal@mycollege.in
1401MT30,Pradium,Pradium@mycollege.in
1401MT31,Omhari,Omhari@mycollege.in
1401MT32,Pranidhi,Pranidhi@mycollege.in
1401MT33,Leena,Leena@mycollege.in
1401MT34,Harshada,Harshada@mycollege.in
1401MT35,Prathmesh,Prathmesh@mycollege.in
1401MT36,Ritank,Ritank@mycollege.in
1401MT37,Rishit,Rishit@mycollege.in
1401MT38,Meenu,Meenu@mycollege.in
1401MT39,Ranjan,Ranjan@mycollege.in
1401MT40,Shukant,Shukant@mycollege.in
1401MT41,Jashveer,Jashveer@mycollege.in
1401MT42,Nargis,Nargis@mycollege.in
1401MT43,Shreyans,Shreyans@mycollege.in
1401MT44,Manaswini,Manaswini@mycollege.in
1401MT45,Neelu,Neelu@mycollege.in
1401MT46,Mukund,Mukund@mycollege.in
1401MT47,Eshma,Eshma@mycollege.in
1401MT48,Aruba,Aruba@mycollege.in
1401MT49,Ehtisham,Ehtisham@mycollege.in
1401MT50,Nitya,Nitya@mycollege.in
1401MT51,Nishu,Nishu@mycollege.in
1401MT52,Noorsaba,Noorsaba@mycollege.in
1401MT53,Punya,Punya@mycollege.in
1401MT54,Nihal,Nihal@mycollege.in
1401MT55,Devyanti,Devyanti@mycollege.in
1401MT56,Nishchay,Nishchay@mycollege.in
1401MT57,Shagun,Shagun@mycollege.in
1401MT58,Joy,Joy@mycollege.in
1401MT59,Reshami,Reshami@mycollege.in
1401MT60,Ronit,Ronit@mycollege.in
1401MT61,Rishu,Rishu@mycollege.in
1401MT62,Prasun,Prasun@mycollege.in
