Roll,Name,Email
1401AI22,Gaurav,Gaurav@mycollege.in
1401CB22,Priyanshi,Priyanshi@mycollege.in
1401CE20,Prince,Prince@mycollege.in
1401CH19,Preeti,Preeti@mycollege.in
1401CS19,Amrita,Amrita@mycollege.in
1401CT19,Monti,Monti@mycollege.in
1401EC19,Sanskar,Sanskar@mycollege.in
1401MC19,Rama,Rama@mycollege.in
1401MM19,Nishant,Nishant@mycollege.in
1401MT19,Sumaiya,Sumaiya@mycollege.in
1401AI23,Nikhil,Nikhil@mycollege.in
1401CB23,Suraj,Suraj@mycollege.in
1401CE21,Prakash,Prakash@mycollege.in
1401CH20,Anand,Anand@mycollege.in
1401CS20,Sekhar,Sekhar@mycollege.in
1401CT20,Minakshi,Minakshi@mycollege.in
1401EC20,Prateek,Prateek@mycollege.in
1401MC20,Raj,Raj@mycollege.in
1401MM20,Aaditya,Aaditya@mycollege.in
1401MT20,Himanshi,Himanshi@mycollege.in
1401AI24,Siddharth,Siddharth@mycollege.in
1401CB24,Akshat,Akshat@mycollege.in
1401CE22,Pratibha,Pratibha@mycollege.in
1401CH21,Hemant,Hemant@mycollege.in
1401CS21,Kundalik,Kundalik@mycollege.in
1401CT21,Nitikarsh,Nitikarsh@mycollege.in
1401EC21,Prarthana,Prarthana@mycollege.in
1401MC21,Chinmay,Chinmay@mycollege.in
1401MM21,Vipasha,Vipasha@mycollege.in
1401MT21,Ibrahim,Ibrahim@mycollege.in
1401AI25,Prashant,Prashant@mycollege.in
1401CB25,Ishika,Ishika@mycollege.in
1401CE23,Praveen,Praveen@mycollege.in
1401CH22,Amol,Amol@mycollege.in
1401CS22,Durga,Durga@mycollege.in
1401CT22,Mugdha,Mugdha@mycollege.in
1401EC22,Rekha,Rekha@mycollege.in
1401MC22,Chahat,Chahat@mycollege.in
1401MM22,Abbas,Abbas@mycollege.in
1401MT22,Jagriti,Jagriti@mycollege.in
1401AI26,Priya,Priya@mycollege.in
1401CB26,Mohit,Mohit@mycollege.in
1401CE24,Priyanshu,Priyanshu@mycollege.in
1401CH23,Sonal,Sonal@mycollege.in
1401CS23,Apurva,Apurva@mycollege.in
1401CT23,Madhu,Madhu@mycollege.in
1401EC23,Pratham,Pratham@mycollege.in
1401MC23,Sourav,Sourav@mycollege.in
1401MM23,Anubha,Anubha@mycollege.in
1401MT23,Khansa,Khansa@mycollege.in
1401AI27,Harshit,Harshit@mycollege.in
1401CB27,Palak,Palak@mycollege.in
1401CE25,Kshitij,Kshitij@mycollege.in
1401CH24,Rishab,Rishab@mycollege.in
1401CS24,Alka,Alka@mycollege.in
1401CT24,Khanak,Khanak@mycollege.in
1401EC24,Devanshu,Devanshu@mycollege.in
1401MC24,Desh,Desh@mycollege.in
1401MM24,Chandra,Chandra@mycollege.in
1401MT24,Kunaal,Kunaal@mycollege.in
1401AI28,Shashank,Shashank@mycollege.in
1401CB28,Ankur,Ankur@mycollege.in
