Roll,Name,Email
1401AI15,Amit,Amit@mycollege.in
1401CB15,Nisha,Nisha@mycollege.in
1401CE14,Mayank,Mayank@mycollege.in
1401CH13,Devendra,Devendra@mycollege.in
1401CS13,Samriddhi,Samriddhi@mycollege.in
1401CT13,Yashika,Yashika@mycollege.in
1401EC13,Mehak,Mehak@mycollege.in
1401MC13,Karthikeya,Karthikeya@mycollege.in
1401MM13,Sukumaran,Sukumaran@mycollege.in
1401MT13,Kaushiki,Kaushiki@mycollege.in
1401AI16,Saumya,Saumya@mycollege.in
1401CB16,Arun,Arun@mycollege.in
1401CE15,Jyoti,Jyoti@mycollege.in
1401CH14,Diksha,Diksha@mycollege.in
1401CS14,Anmol,Anmol@mycollege.in
1401CT14,Virat,Virat@mycollege.in
1401EC14,Manshi,Manshi@mycollege.in
1401MC14,Lalit,Lalit@mycollege.in
1401MM14,Chandran,Chandran@mycollege.in
1401MT14,Elamathi,Elamathi@mycollege.in
1401AI17,Rishabh,Rishabh@mycollege.in
1401CB17,Pallavi,Pallavi@mycollege.in
1401CE16,Parul,Parul@mycollege.in
1401CH15,Muskaan,Muskaan@mycollege.in
1401CS15,Aayushi,Aayushi@mycollege.in
1401CT15,Varsha,Varsha@mycollege.in
1401EC15,Prakhyat,Prakhyat@mycollege.in
1401MC15,Urmila,Urmila@mycollege.in
1401MM15,Anshul,Anshul@mycollege.in
1401MT15,Vasundhara,Vasundhara@mycollege.in
1401AI18,Shruti,Shruti@mycollege.in
1401CB18,Aniket,Aniket@mycollege.in
1401CE17,Shambhavi,Shambhavi@mycollege.in
1401CH16,Divyansh,Divyansh@mycollege.in
1401CS16,Akshay,Akshay@mycollege.in
1401CT16,Sunny,Sunny@mycollege.in
1401EC16,Saket,Saket@mycollege.in
1401MC16,Sudhakar,Sudhakar@mycollege.in
1401MM16,Saanchi,Saanchi@mycollege.in
1401MT16,Kandarp,Kandarp@mycollege.in
1401AI19,Himanshu,Himanshu@mycollege.in
1401CB19,Nikita,Nikita@mycollege.in
1401CE18,Anshu,Anshu@mycollege.in
1401CH17,Kushal,Kushal@mycollege.in
1401CS17,Shekhar,Shekhar@mycollege.in
1401CT17,Vineeta,Vineeta@mycollege.in
1401EC17,Rishika,Rishika@mycollege.in
1401MC17,Dhruva,Dhruva@mycollege.in
1401MM17,Aadil,Aadil@mycollege.in
1401MT17,Noopur,Noopur@mycollege.in
1401AI20,Kajal,Kajal@mycollege.in
1401CB20,Vijay,Vijay@mycollege.in
1401CE19,Keshav,Keshav@mycollege.in
1401CH18,Nitish,Nitish@mycollege.in
1401CS18,Amisha,Amisha@mycollege.in
1401CT18,Vibhanshu,Vibhanshu@mycollege.in
1401EC18,Satvik,Satvik@mycollege.in
1401MC18,Dhananjay,Dhananjay@mycollege.in
1401MM18,Ali,Ali@mycollege.in
1401MT18,Suchita,Suchita@mycollege.in
1401AI21,Ankit,Ankit@mycollege.in
1401CB21,Ananya,Ananya@mycollege.in
