Roll,Name,Email
1401AI08,Anushka,Anushka@mycollege.in
1401CB08,Piyush,Piyush@mycollege.in
1401CE08,Ashish,Ashish@mycollege.in
1401CH07,Abhay,Abhay@mycollege.in
1401CS07,Mahek,Mahek@mycollege.in
1401CT07,Satendra,Satendra@mycollege.in
1401EC07,Neetika,Neetika@mycollege.in
1401MC07,Mani,Mani@mycollege.in
1401MM07,Sathwika,Sathwika@mycollege.in
1401MT07,Monish,Monish@mycollege.in
1401AI09,Rohit,Rohit@mycollege.in
1401CB09,Pragya,Pragya@mycollege.in
1401CE09,Sandeep,Sandeep@mycollege.in
1401CH08,Lucky,Lucky@mycollege.in
1401CS08,Narendra,Narendra@mycollege.in
1401CT08,Shaqib,Shaqib@mycollege.in
1401EC08,Monu,Monu@mycollege.in
1401MC08,Sukirti,Sukirti@mycollege.in
1401MM08,Deepa,Deepa@mycollege.in
1401MT08,Moosvi,Moosvi@mycollege.in
1401AI10,Saurabh,Saurabh@mycollege.in
1401CB10,Ajay,Ajay@mycollege.in
1401CE10,Ishita,Ishita@mycollege.in
1401CH09,Smriti,Smriti@mycollege.in
1401CS09,Ekta,Ekta@mycollege.in
1401CT09,Shalu,Shalu@mycollege.in
1401EC09,Pankhuri,Pankhuri@mycollege.in
1401MC09,Subodh,Subodh@mycollege.in
1401MM09,Utkarsha,Utkarsha@mycollege.in
1401MT09,Fariya,Fariya@mycollege.in
1401AI11,Muskan,Muskan@mycollege.in
1401CB11,Akanksha,Akanksha@mycollege.in
1401CE11,Shaurya,Shaurya@mycollege.in
1401CH10,Manu,Manu@mycollege.in
1401CS10,Adil,Adil@mycollege.in
1401CT10,Sudheer,Sudheer@mycollege.in
1401EC10,Nilesh,Nilesh@mycollege.in
1401MC10,Surendra,Surendra@mycollege.in
1401MM10,Deep,Deep@mycollege.in
1401MT10,Toshit,Toshit@mycollege.in
1401AI12,Rahul,Rahul@mycollege.in
1401CB12,Neeraj,Neeraj@mycollege.in
1401CE12,Kashish,Kashish@mycollege.in
1401CH11,Deependra,Deependra@mycollege.in
1401CS11,Ritesh,Ritesh@mycollege.in
1401CT11,Vipul,Vipul@mycollege.in
1401EC11,Mallika,Mallika@mycollege.in
1401MC11,Ashok,Ashok@mycollege.in
1401MM11,Dushyant,Dushyant@mycollege.in
1401MT11,Kanha,Kanha@mycollege.in
1401AI13,Utkarsh,Utkarsh@mycollege.in
1401CB13,Ritika,Ritika@mycollege.in
1401CE13,Vineet,Vineet@mycollege.in
1401CH12,Anoop,Anoop@mycollege.in
1401CS12,Bhumika,Bhumika@mycollege.in
1401CT12,Vipin,Vipin@mycollege.in
1401EC12,Mahima,Mahima@mycollege.in
1401MC12,Suresh,Suresh@mycollege.in
1401MM12,Anshuman,Anshuman@mycollege.in
1401MT12,Khalid,Khalid@mycollege.in
1401AI14,Vaibhav,Vaibhav@mycollege.in
1401CB14,Tanya,Tanya@mycollege.in
