Roll,Name,Email
1401AI29,Akash,Akash@mycollege.in
1401CB29,Richa,Richa@mycollege.in
1401CE26,Arushi,Arushi@mycollege.in
1401CH25,Shashwat,Shashwat@mycollege.in
1401CS25,Indora,Indora@mycollege.in
1401CT25,Megha,Megha@mycollege.in
1401EC25,Devansh,Devansh@mycollege.in
1401MC25,Raashi,Raashi@mycollege.in
1401MM25,Ayesha,Ayesha@mycollege.in
1401MT25,Ishwa,Ishwa@mycollege.in
1401AI30,Varun,Varun@mycollege.in
1401CB30,Ravi,Ravi@mycollege.in
1401CE27,Ishan,Ishan@mycollege.in
1401CH26,Shatakshi,Shatakshi@mycollege.in
1401CS26,Aqsa,Aqsa@mycollege.in
1401CT26,Manya,Manya@mycollege.in
1401EC26,Dolly,Dolly@mycollege.in
1401MC26,Ram,Ram@mycollege.in
1401MM26,Rizwa,Rizwa@mycollege.in
1401MT26,Joshika,Joshika@mycollege.in
1401AI31,Yash,Yash@mycollege.in
1401CB31,Arpit,Arpit@mycollege.in
1401CE28,Garima,Garima@mycollege.in
1401CH27,Supriya,Supriya@mycollege.in
1401CS27,Anwar,Anwar@mycollege.in
1401CT27,Pakhi,Pakhi@mycollege.in
1401EC27,Dhruv,Dhruv@mycollege.in
1401MC27,Laxmi,Laxmi@mycollege.in
1401MM27,Sanjeeda,Sanjeeda@mycollege.in
1401MT27,Sawan,Sawan@mycollege.in
1401AI32,Shreya,Shreya@mycollege.in
1401CB32,Ankita,Ankita@mycollege.in
1401CE29,Manish,Manish@mycollege.in
1401CH28,Anchal,Anchal@mycollege.in
1401CS28,Apratim,Apratim@mycollege.in
1401CT28,Ranu,Ranu@mycollege.in
1401EC28,Deeksha,Deeksha@mycollege.in
1401MC28,Krishan,Krishan@mycollege.in
1401MM28,Devadathan,Devadathan@mycollege.in
1401MT28,Priyesh,Priyesh@mycollege.in
1401AI33,Harshita,Harshita@mycollege.in
1401CB33,Shraddha,Shraddha@mycollege.in
1401CE30,Vaishnavi,Vaishnavi@mycollege.in
1401CH29,Simran,Simran@mycollege.in
1401CS29,Hasni,Hasni@mycollege.in
1401CT29,Purvi,Purvi@mycollege.in
1401EC29,Bhavya,Bhavya@mycollege.in
1401MC29,Yatharth,Yatharth@mycollege.in
1401MM29,Vardhamann,Vardhamann@mycollege.in
1401MT29,Priyal,Priyal@mycollege.in
1401AI34,Anurag,Anurag@mycollege.in
1401CB34,Deepak,Deepak@mycollege.in
1401CE31,Shreyansh,Shreyansh@mycollege.in
1401CH30,Srijan,Srijan@mycollege.in
1401CS30,Dalia,Dalia@mycollege.in
1401CT30,Sapna,Sapna@mycollege.in
1401EC30,Dev,Dev@mycollege.in
1401MC30,Mridul,Mridul@mycollege.in
1401MM30,Sairam,Sairam@mycollege.in
1401MT30,Pradium,Pradium@mycollege.in
1401AI35,Vivek,Vivek@mycollege.in
1401CB35,Priyanka,Priyanka@mycollege.in
