Roll,Name,Email
1401AI36,Swati,Swati@mycollege.in
1401CB36,Khushi,Khushi@mycollege.in
1401CE32,Atul,Atul@mycollege.in
1401CH31,Ashwani,Ashwani@mycollege.in
1401CS31,Aadharsh,Aadharsh@mycollege.in
1401CT31,Saloni,Saloni@mycollege.in
1401EC31,Deepali,Deepali@mycollege.in
1401MC31,Vinay,Vinay@mycollege.in
1401MM31,Abhedhya,Abhedhya@mycollege.in
1401MT31,Omhari,Omhari@mycollege.in
1401AI37,Vishal,Vishal@mycollege.in
1401CB37,Shweta,Shweta@mycollege.in
1401CE33,Sarvesh,Sarvesh@mycollege.in
1401CH32,Stuti,Stuti@mycollege.in
1401CS32,Amarnath,Amarnath@mycollege.in
1401CT32,Prachi,Prachi@mycollege.in
1401EC32,Faizan,Faizan@mycollege.in
1401MC32,Sreekanth,Sreekanth@mycollege.in
1401MM32,Gnaneswar,Gnaneswar@mycollege.in
1401MT32,Pranidhi,Pranidhi@mycollege.in
1401AI38,Aditya,Aditya@mycollege.in
1401CB38,Kavya,Kavya@mycollege.in
1401CE34,Vidya,Vidya@mycollege.in
1401CH33,Abhijeet,Abhijeet@mycollege.in
1401CS33,Bramoni,Bramoni@mycollege.in
1401CT33,Poonam,Poonam@mycollege.in
1401EC33,Khushboo,Khushboo@mycollege.in
1401MC33,Sweta,Sweta@mycollege.in
1401MM33,Sara,Sara@mycollege.in
1401MT33,Leena,Leena@mycollege.in
1401AI39,Nidhi,Nidhi@mycollege.in
1401CB39,Kunal,Kunal@mycollege.in
1401CE35,Shubhangi,Shubhangi@mycollege.in
1401CH34,Harshvardhan,Harshvardhan@mycollege.in
1401CS34,Nethaji,Nethaji@mycollege.in
1401CT34,Purnima,Purnima@mycollege.in
1401EC34,Karishma,Karishma@mycollege.in
1401MC34,Thaanya,Thaanya@mycollege.in
1401MM34,Rupal,Rupal@mycollege.in
1401MT34,Harshada,Harshada@mycollege.in
1401AI40,Ayushi,Ayushi@mycollege.in
1401CB40,Dheeraj,Dheeraj@mycollege.in
1401CE36,Mohsin,Mohsin@mycollege.in
1401CH35,Ajit,Ajit@mycollege.in
1401CS35,Chetna,Chetna@mycollege.in
1401CT35,Prajjwal,Prajjwal@mycollege.in
1401EC35,Madhuri,Madhuri@mycollege.in
1401MC35,Rakesh,Rakesh@mycollege.in
1401MM35,Sahaj,Sahaj@mycollege.in
1401MT35,Prathmesh,Prathmesh@mycollege.in
1401AI41,Krishna,Krishna@mycollege.in
1401CB41,Akshita,Akshita@mycollege.in
1401CE37,Saran,Saran@mycollege.in
1401CH36,Poornima,Poornima@mycollege.in
1401CS36,Aastha,Aastha@mycollege.in
1401CT36,Satya,Satya@mycollege.in
1401EC36,Maaz,Maaz@mycollege.in
1401MC36,Pinky,Pinky@mycollege.in
1401MM36,Robin,Robin@mycollege.in
1401MT36,Ritank,Ritank@mycollege.in
1401AI42,Anshika,Anshika@mycollege.in
1401CB42,Riya,Riya@mycollege.in
