Roll,Name,Email
1401CH61,Tharun,Tharun@mycollege.in
1401CS61,Subhra,Subhra@mycollege.in
1401CT61,Jai,Jai@mycollege.in
1401MC59,Mayur,Mayur@mycollege.in
1401MM59,Sharanya,Sharanya@mycollege.in
1401MT59,Reshami,Reshami@mycollege.in
1401CH62,Karan,Karan@mycollege.in
1401CS62,Tuhin,Tuhin@mycollege.in
1401CT62,Naziya,Naziya@mycollege.in
1401MC60,Ravisankar,Ravisankar@mycollege.in
1401MM60,Saudamini,Saudamini@mycollege.in
1401MT60,Ronit,Ronit@mycollege.in
1401CH63,Kiran,Kiran@mycollege.in
1401CS63,Arti,Arti@mycollege.in
1401CT63,Ragini,Ragini@mycollege.in
1401MC61,Mahesh,Mahesh@mycollege.in
1401MM61,Arshad,Arshad@mycollege.in
1401MT61,Rishu,Rishu@mycollege.in
1401CH64,Tarun,Tarun@mycollege.in
1401CS64,Aakash,Aakash@mycollege.in
1401CT64,Priyam,Priyam@mycollege.in
1401MC62,Mahato,Mahato@mycollege.in
1401MM62,Yeram,Yeram@mycollege.in
1401MT62,Prasun,Prasun@mycollege.in
1401CH65,Samarth,Samarth@mycollege.in
1401CS65,Ayan,Ayan@mycollege.in
1401MC63,Aaryan,Aaryan@mycollege.in
1401MM63,Asad,Asad@mycollege.in
1401MT63,Prakharendra,Prakharendra@mycollege.in
1401CH66,Ruchi,Ruchi@mycollege.in
1401CS66,Aryan,Aryan@mycollege.in
1401MC64,Manas,Manas@mycollege.in
1401MM64,Asthana,Asthana@mycollege.in
1401MT64,Priyamvada,Priyamvada@mycollege.in
1401CH67,Udit,Udit@mycollege.in
1401CS67,Vertika,Vertika@mycollege.in
1401MC65,Surbhi,Surbhi@mycollege.in
1401MM65,Asmita,Asmita@mycollege.in
1401MT65,Rajneesh,Rajneesh@mycollege.in
1401CH68,Rashi,Rashi@mycollege.in
1401CS68,Umme,Umme@mycollege.in
1401MC66,Deepshikha,Deepshikha@mycollege.in
1401MM66,Ashal,Ashal@mycollege.in
1401MT66,Kausar,Kausar@mycollege.in
1401CH69,Shailendra,Shailendra@mycollege.in
1401CS69,Yukti,Yukti@mycollege.in
1401MC67,Amar,Amar@mycollege.in
1401MM67,Zeal,Zeal@mycollege.in
1401MT67,Rouby,Rouby@mycollege.in
1401CH70,Sameer,Sameer@mycollege.in
1401CS70,Vishesh,Vishesh@mycollege.in
1401MC68,Anuj,Anuj@mycollege.in
1401MM68,Areeb,Areeb@mycollege.in
1401MT68,Sanket,Sanket@mycollege.in
1401CH71,Shubhi,Shubhi@mycollege.in
1401CS71,Ayushman,Ayushman@mycollege.in
1401MC69,Siddhesh,Siddhesh@mycollege.in
1401MM69,Archita,Archita@mycollege.in
1401MT69,Hari,Hari@mycollege.in
1401CH72,Siddhant,Siddhant@mycollege.in
1401CS72,Geeta,Geeta@mycollege.in
1401MC70,Venkata,Venkata@mycollege.in
