Roll,Name,Email
1401CH73,Mahi,Mahi@mycollege.in
1401CS73,Divyanshu,Divyanshu@mycollege.in
1401MC71,Renu,Renu@mycollege.in
1401MM70,Archi,Archi@mycollege.in
1401MT70,Saumile,Saumile@mycollege.in
1401CH74,Kanika,Kanika@mycollege.in
1401CS74,Jaswant,Jaswant@mycollege.in
1401MC72,Farhan,Farhan@mycollege.in
1401MM71,Arish,Arish@mycollege.in
1401MT71,Shagufta,Shagufta@mycollege.in
1401CH75,Aishwarya,Aishwarya@mycollege.in
1401CS75,Hemanshu,Hemanshu@mycollege.in
1401MC73,Vignesh,Vignesh@mycollege.in
1401MM72,Shyamali,Shyamali@mycollege.in
1401MT72,Shaad,Shaad@mycollege.in
1401CH76,Rajat,Rajat@mycollege.in
1401CS76,Bhoopendra,Bhoopendra@mycollege.in
1401MC74,Abhimanyu,Abhimanyu@mycollege.in
1401MM73,Sejal,Sejal@mycollege.in
1401MT73,Rupali,Rupali@mycollege.in
1401CH77,Rituraj,Rituraj@mycollege.in
1401CS77,Bhawana,Bhawana@mycollege.in
1401MC75,Faraz,Faraz@mycollege.in
1401MM74,Shaileja,Shaileja@mycollege.in
1401MT74,Jenamani,Jenamani@mycollege.in
1401CH78,Naman,Naman@mycollege.in
1401CS78,Divakar,Divakar@mycollege.in
1401MM75,Gitanshu,Gitanshu@mycollege.in
1401MT75,Sadiya,Sadiya@mycollege.in
1401CH79,Mukesh,Mukesh@mycollege.in
1401CS79,Dimpal,Dimpal@mycollege.in
1401MM76,Mansoon,Mansoon@mycollege.in
1401MT76,Saksham,Saksham@mycollege.in
1401CH80,Roshan,Roshan@mycollege.in
1401CS80,Shrestha,Shrestha@mycollege.in
1401MM77,Akshaya,Akshaya@mycollege.in
1401MT77,Saharsh,Saharsh@mycollege.in
1401CH81,Nandini,Nandini@mycollege.in
1401CS81,Shivanshi,Shivanshi@mycollege.in
1401MM78,Madhusri,Madhusri@mycollege.in
1401MT78,Kushan,Kushan@mycollege.in
1401CH82,Rashmi,Rashmi@mycollege.in
1401CS82,Shubh,Shubh@mycollege.in
1401MM79,Meet,Meet@mycollege.in
1401CH83,Vigneshwaran,Vigneshwaran@mycollege.in
1401CS83,Shreyash,Shreyash@mycollege.in
1401MM80,Prajeeth,Prajeeth@mycollege.in
1401CH84,Kriti,Kriti@mycollege.in
1401CS84,Satyarth,Satyarth@mycollege.in
1401MM81,Gyanvi,Gyanvi@mycollege.in
1401CS85,Satyam,Satyam@mycollege.in
1401MM82,Govindam,Govindam@mycollege.in
1401CS86,Shilpa,Shilpa@mycollege.in
1401CS87,Shikha,Shikha@mycollege.in
1401CS88,Soniya,Soniya@mycollege.in
1401CS89,Tanay,Tanay@mycollege.in
1401CS90,Sushant,Sushant@mycollege.in
1401CS91,Ujjwal,Ujjwal@mycollege.in
1401CS92,Tanu,Tanu@mycollege.in
1401CS93,Subham,Subham@mycollege.in
1401CS94,Srishti,Srishti@mycollege.in
1401CS95,Suryakant,Suryakant@mycollege.in
