Roll,Name,Email
1401CH01,Nitesh,Nitesh@mycollege.in
1401CH02,Ganesh,Ganesh@mycollege.in
1401CH03,Naveen,Naveen@mycollege.in
1401CH04,Shikhar,Shikhar@mycollege.in
1401CH05,Jitendra,Jitendra@mycollege.in
1401CH06,Chirag,Chirag@mycollege.in
1401CH07,Abhay,Abhay@mycollege.in
1401CH08,Lucky,Lucky@mycollege.in
1401CH09,Smriti,Smriti@mycollege.in
1401CH10,Manu,Manu@mycollege.in
1401CH11,Deependra,Deependra@mycollege.in
1401CH12,Anoop,Anoop@mycollege.in
1401CH13,Devendra,Devendra@mycollege.in
1401CH14,Diksha,Diksha@mycollege.in
1401CH15,Muskaan,Muskaan@mycollege.in
1401CH16,Divyansh,Divyansh@mycollege.in
1401CH17,Kushal,Kushal@mycollege.in
1401CH18,Nitish,Nitish@mycollege.in
1401CH19,Preeti,Preeti@mycollege.in
1401CH20,Anand,Anand@mycollege.in
1401CH21,Hemant,Hemant@mycollege.in
1401CH22,Amol,Amol@mycollege.in
1401CH23,Sonal,Sonal@mycollege.in
1401CH24,Rishab,Rishab@mycollege.in
1401CH25,Shashwat,Shashwat@mycollege.in
1401CH26,Shatakshi,Shatakshi@mycollege.in
1401CH27,Supriya,Supriya@mycollege.in
1401CH28,Anchal,Anchal@mycollege.in
1401CH29,Simran,Simran@mycollege.in
1401CH30,Srijan,Srijan@mycollege.in
1401CH31,Ashwani,Ashwani@mycollege.in
1401CH32,Stuti,Stuti@mycollege.in
1401CH33,Abhijeet,Abhijeet@mycollege.in
1401CH34,Harshvardhan,Harshvardhan@mycollege.in
1401CH35,Ajit,Ajit@mycollege.in
1401CH36,Poornima,Poornima@mycollege.in
1401CH37,Anil,Anil@mycollege.in
1401CH38,Mahendra,Mahendra@mycollege.in
1401CH39,Ahmad,Ahmad@mycollege.in
1401CH40,Shalini,Shalini@mycollege.in
1401CH41,Abhijit,Abhijit@mycollege.in
1401CH42,Suyash,Suyash@mycollege.in
1401CH43,Sanskriti,Sanskriti@mycollege.in
1401CH44,Danish,Danish@mycollege.in
1401CH45,Tamanna,Tamanna@mycollege.in
1401CH46,Unnati,Unnati@mycollege.in
1401CH47,Sachin,Sachin@mycollege.in
1401CH48,Anupam,Anupam@mycollege.in
1401CH49,Shailesh,Shailesh@mycollege.in
1401CH50,Shoaib,Shoaib@mycollege.in
1401CH51,Vishnu,Vishnu@mycollege.in
1401CH52,Surya,Surya@mycollege.in
1401CH53,Pankaj,Pankaj@mycollege.in
1401CH54,Kaif,Kaif@mycollege.in
1401CH55,Pooja,Pooja@mycollege.in
1401CH56,Gayathri,Gayathri@mycollege.in
1401CH57,Pradeep,Pradeep@mycollege.in
1401CH58,Ritu,Ritu@mycollege.in
1401CH59,Dinesh,Dinesh@mycollege.in
1401CH60,Shriya,Shriya@mycollege.in
1401CH61,Tharun,Tharun@mycollege.in
1401CH62,Karan,Karan@mycollege.in
