Roll,Name,Email
1401MM01,Bilal,Bilal@mycollege.in
1401MM02,Abhilash,Abhilash@mycollege.in
1401MM03,Vaishali,Vaishali@mycollege.in
1401MM04,Apoorva,Apoorva@mycollege.in
1401MM05,Hemlata,Hemlata@mycollege.in
1401MM06,Aanchal,Aanchal@mycollege.in
1401MM07,Sathwika,Sathwika@mycollege.in
1401MM08,Deepa,Deepa@mycollege.in
1401MM09,Utkarsha,Utkarsha@mycollege.in
1401MM10,Deep,Deep@mycollege.in
1401MM11,Dushyant,Dushyant@mycollege.in
1401MM12,Anshuman,Anshuman@mycollege.in
1401MM13,Sukumaran,Sukumaran@mycollege.in
1401MM14,Chandran,Chandran@mycollege.in
1401MM15,Anshul,Anshul@mycollege.in
1401MM16,Saanchi,Saanchi@mycollege.in
1401MM17,Aadil,Aadil@mycollege.in
1401MM18,Ali,Ali@mycollege.in
1401MM19,Nishant,Nishant@mycollege.in
1401MM20,Aaditya,Aaditya@mycollege.in
1401MM21,Vipasha,Vipasha@mycollege.in
1401MM22,Abbas,Abbas@mycollege.in
1401MM23,Anubha,Anubha@mycollege.in
1401MM24,Chandra,Chandra@mycollege.in
1401MM25,Ayesha,Ayesha@mycollege.in
1401MM26,Rizwa,Rizwa@mycollege.in
1401MM27,Sanjeeda,Sanjeeda@mycollege.in
1401MM28,Devadathan,Devadathan@mycollege.in
1401MM29,Vardhamann,Vardhamann@mycollege.in
1401MM30,Sairam,Sairam@mycollege.in
1401MM31,Abhedhya,Abhedhya@mycollege.in
1401MM32,Gnaneswar,Gnaneswar@mycollege.in
1401MM33,Sara,Sara@mycollege.in
1401MM34,Rupal,Rupal@mycollege.in
1401MM35,Sahaj,Sahaj@mycollege.in
1401MM36,Robin,Robin@mycollege.in
1401MM37,Rupanjali,Rupanjali@mycollege.in
1401MM38,Rupeshwary,Rupeshwary@mycollege.in
1401MM39,Brahmaputra,Brahmaputra@mycollege.in
1401MM40,Hariharan,Hariharan@mycollege.in
1401MM41,Pranav,Pranav@mycollege.in
1401MM42,Babu,Babu@mycollege.in
1401MM43,Bibhu,Bibhu@mycollege.in
1401MM44,Chirayu,Chirayu@mycollege.in
1401MM45,Sameeksha,Sameeksha@mycollege.in
1401MM46,Ashmita,Ashmita@mycollege.in
1401MM47,Chhavi,Chhavi@mycollege.in
1401MM48,Shreepriya,Shreepriya@mycollege.in
1401MM49,Nahid,Nahid@mycollege.in
1401MM50,Sharique,Sharique@mycollege.in
1401MM51,Anusha,Anusha@mycollege.in
1401MM52,Anunay,Anunay@mycollege.in
1401MM53,Vidit,Vidit@mycollege.in
1401MM54,Shwetanshi,Shwetanshi@mycollege.in
1401MM55,Anshit,Anshit@mycollege.in
1401MM56,Anubhuti,Anubhuti@mycollege.in
1401MM57,Vashif,Vashif@mycollege.in
1401MM58,Jahangeer,Jahangeer@mycollege.in
1401MM59,Sharanya,Sharanya@mycollege.in
1401MM60,Saudamini,Saudamini@mycollege.in
1401MM61,Arshad,Arshad@mycollege.in
1401MM62,Yeram,Yeram@mycollege.in
